userID,session,ETDDC,ten_min_chunk_in_session,day,calib_RMS_3D_pos,calib_median_3D_pos,calib_RMS_angle_deg,calib_median_angle_deg,calib_RMS_dist_diop,calib_median_dist_diop,blink_total_num,blink_rate_per_sec,blink_dur_mean,blink_dur_median,blink_dur_total_proportion,fixation_total_num,fixation_rate_per_sec,fixation_dur_mean,fixation_dur_median,fixation_dur_total_proportion,vor_total_num,vor_dur_mean,vor_dur_median,vor_dur_total_proportion,vor_headVel3D_median_magnitude,vor_headVel3D_95prctile,vor_eyeInHeadVel_median_magnitude,vor_eyeInHeadVel_95prctile,vor_hori_eyeInHeadVel_median_magnitude,vor_hori_eyeInHeadVel_95prctile,vor_verti_eyeInHeadVel_median_magnitude,vor_verti_eyeInHeadVel_95prctile,sac_total_num,sac_rate_per_sec,sac_amp_median,sac_amp_95prctile,sac_peak_vel_median_magnitude,sac_peak_vel_95prctile,head_3DVel_median_magnitude,head_3DVel_95prctile,head_horiVel_median_magnitude,head_horiVel_95prctile,head_vertiVel_median_magnitude,head_vertiVel_95prctile,head_rollVel_median_magnitude,head_rollVel_95prctile,eye_in_head_horiOri_95range,eye_in_head_vertiOri_95range,head_horiOri_95range,head_vertiOri_95range,head_rollOri_95range
14,1,0,1,20231207,3.42627,2.7144,0.837844,0.637658,0.165874,0.0787081,304,0.554444472946862,0.331209434210529,0.316753499999994,0.183637240185885,580,1.05782169180651,0.219832172413793,0.170772499999984,0.23254324053626,480,0.152529452083333,0.133347500000013,0.133530176319817,11.0341397868334,38.7958496579184,12.1235929022586,38.4988667331071,7.80951830923145,31.478538513053,5.72156586291572,24.8595225242811,1350,2.46217117920482,7.11149812515845,27.001332367076,289.890009830302,736.972249899386,13.2204316552306,83.0641326287371,8.55317287186242,89.549815661238,5.08016650251935,53.975638885706,4.2829727994831,44.605094177458,35.7539101859376,34.7520859295123,189.191574425286,74.3343980970131,22.3579519355445
14,1,0,2,20231207,NaN,NaN,NaN,NaN,NaN,NaN,397,0.609739934414315,0.317872989924433,0.287562000000008,0.193819856028606,787,1.20872878686163,0.2080641931385,0.162465999999995,0.251493179761642,690,0.150904392753622,0.137230999999971,0.159920856002251,10.4012282308743,34.8973363246945,12.1665409121841,35.7503391593384,7.7353055051381,30.2147617158993,5.97609049160731,23.4550177955245,1437,2.20704354094048,7.48577839203852,26.7676936932622,295.610831098498,728.530587958306,11.9071762490288,71.6234084173016,7.81440741518283,83.9474456021546,4.73218585379261,45.0607371261477,3.95696579798598,37.3664510537209,37.6029551208469,37.5957118305441,189.906967985302,59.3506456203031,20.7423952316807
14,1,0,3,20231207,3.67893,2.7294,0.906313,0.856608,0.127536,0.0601098,355,0.617745774393556,0.364659126760561,0.320721000000001,0.225266634650381,529,0.920528210293497,0.216583582230622,0.162582999999984,0.199371297329709,462,0.144802963203462,0.133384000000007,0.116412832143761,11.2203213919754,40.4132475874032,13.3093601825467,41.6854212862466,8.47859289784958,33.7153183024463,6.34922578209296,26.4473768585732,1283,2.23258543252657,7.67981573079661,27.8517734062173,297.524231897201,731.242397930966,14.6436177361083,79.6191527525822,9.90339121209499,105.064482345201,6.11744324977529,57.6955708625001,4.90615919131293,47.1585101076235,39.5051238021821,36.5339282293264,198.132773343474,72.3645976877522,32.4512244064722
14,1,0,4,20231207,NaN,NaN,NaN,NaN,NaN,NaN,350,0.554248887410681,0.371295057142855,0.339546499999983,0.205789872322513,844,1.33653160278461,0.219883073459716,0.176326999999986,0.293880676596321,473,0.134896720930232,0.120886000000041,0.101041391694886,9.64121553215042,31.5609911642524,12.3789868447141,35.0984147484088,7.5626321684986,29.4359152086561,6.41252685337721,23.7417367050247,1493,2.36426739686899,6.79367828539016,24.272223656733,275.010301077107,700.639847797238,6.61690384254038,64.5459500829,3.58328709300917,71.8610634998938,3.28145083455087,39.6882859267833,2.14827972653684,30.0270625216377,38.8750988777789,35.8786820592104,185.53376661603,62.8282589116334,29.4731028463249
14,1,0,5,20231207,4.6265,3.87553,1.79613,1.08119,0.212554,0.0983211,387,0.689850267945866,0.331319139534883,0.299955000000001,0.228560597183733,568,1.01249341652003,0.195501853873239,0.162477500000008,0.197944339964115,539,0.146636773654917,0.133334999999988,0.140888496342498,12.2849503562701,41.0571007229472,14.0529252178198,42.4136424625951,9.28371419006853,34.0160798133933,6.58631223521861,27.3194399854876,1372,2.44567071736881,7.59731358042151,26.6741155387762,302.339229542076,729.124502765533,16.6662246807836,81.7767962102079,11.4688910044284,95.6920355688616,6.60271331114531,54.093638184692,5.55164378962066,44.4127031052125,40.8562671728176,35.0840408377182,170.927310632728,69.966329352395,26.0879825861453
14,1,0,6,20231207,NaN,NaN,NaN,NaN,NaN,NaN,408,0.650533870985121,0.347083573529412,0.279168000000006,0.225789620643437,618,0.985367481050993,0.194979425566342,0.158419500000022,0.192126385427076,590,0.146969225423729,0.137488999999988,0.1382573306055,11.9066609435638,41.1920937906702,13.7327319357344,40.3416561898247,8.88551958653153,33.601673832608,6.56604935308296,26.2966814675648,1468,2.34064637893666,7.3259789399321,25.0702218249625,294.753668335568,702.515100892537,16.8088275327623,80.0385488130724,10.1190577319904,94.3500097277208,7.25566851938739,61.633727998095,5.43672098982594,43.1664465841508,40.2112879205273,36.6662630598547,188.142362981222,76.5441398740962,33.162562742041
14,1,0,7,20231207,6.71313,5.63429,1.6572,0.628073,0.312452,0.227389,320,0.560699118208647,0.32016994375,0.261826499999994,0.179519005137537,602,1.05481521613002,0.210865483388704,0.166702500000007,0.222424120435016,602,0.143115279069767,0.133319500000013,0.150960174023484,10.7679846322147,35.2473151170446,13.2533475585922,39.0680973764511,8.82542100649659,32.2396648516829,6.351347709111,25.8974263911647,1402,2.45656301165163,7.70042881064842,28.2769844537716,302.000816833267,701.958019713228,15.474084358158,84.3811982327996,10.4214651401803,118.817380124486,7.09475573405401,63.939021703157,4.87851965599575,43.2061384111261,40.4262203589207,33.7655806657695,174.897332816816,63.1483985820282,25.1691809723402
14,1,0,8,20231207,NaN,NaN,NaN,NaN,NaN,NaN,341,0.575554097871503,0.361402501466277,0.308309000000008,0.208006690699927,543,0.916498167578375,0.199091552486189,0.162531000000058,0.182467043033926,543,0.141988764272561,0.129194999999996,0.13013244227252,11.2982924960028,34.7498003238922,13.2131969688517,37.8562407020768,8.74968509200727,32.0701588210544,6.31172904306073,24.5103522225492,1281,2.16212551135893,7.26485308483978,26.1755480205439,278.783268356774,668.161511771609,16.0637391001713,79.0199873400006,10.369063788846,108.056349110059,7.43705059279072,62.9965271213712,5.48843152676608,48.1944944957398,41.0506213946113,36.4629395568509,197.040872933745,87.7673493049117,33.7698819820191
14,2,1,1,20231218,3.54146,1.93591,0.735007,0.700534,0.0910038,0.0660933,401,0.652092369680986,0.373577491271818,0.320813000000015,0.243607031542918,503,0.817961251744479,0.205078906560636,0.17502300000001,0.167746599116727,412,0.145646203883496,0.137501500000013,0.0975800713937074,10.4788275274426,33.1990781240106,12.7921856603264,35.2257957242743,8.51857969546488,30.6867503634382,6.07801514027381,22.3199783905612,1335,2.17093095641924,7.03753585438328,28.4320165619164,294.037793832157,763.712763733796,13.123610849665,76.6947587619646,8.97631781741479,86.3846164894692,4.85961889162945,43.5347715009586,4.23796037908777,35.4711242197833,38.1158843460034,36.3501564472181,183.279330407269,60.1633325675544,20.0959586434837
14,2,1,2,20231218,NaN,NaN,NaN,NaN,NaN,NaN,421,0.659289994631485,0.409357890736344,0.337463999999997,0.26988556158592,683,1.06958448060167,0.22143780819912,0.179163000000017,0.236846443068229,570,0.143722689473682,0.13335950000004,0.128290524389002,10.0247849493555,32.1225465680475,12.9235805469245,35.1796460624265,8.55445125604594,30.1659679312133,6.0203548036996,22.3851534520254,1194,1.86981532919238,6.860159041907,26.1494820822047,276.18446227398,747.368720379572,10.5303754834071,63.2883979601775,7.56022424232439,73.6620656964944,3.85568782665444,37.3842773464597,3.51645779629903,31.1452382274149,41.957127432225,32.7414788130288,182.266481888371,57.1673869897785,21.4887799760795
