UserID,ETDDC,TimeInSession_sec,GameInSession,RMS_3D_POS,MED_3D_POS,RMS_ANGLE_DEG,MED_ANGLE_DEG,RMS_DIST_DIOP,MED_DIST_DIOP
044,0,366.48504,1,3.60767,1.53233,0.870975,0.769485,0.116559,0.0521641
044,0,1427.183446,2,2.82439,0.989454,1.12433,0.777832,0.104705,0.0620096
044,0,2720.814206,3,3.39582,1.00936,1.12932,1.01491,0.0743416,0.0332445
044,0,4009.826831,4,2.71373,1.0178,1.21599,0.535223,0.0605231,0.0332441
044,1,52.544511,1,3.10641,1.32194,1.27464,1.03306,0.143635,0.0654701
044,1,23.278472,1,3.36584,0.725532,0.99733,0.511673,0.110236,0.044894
044,1,1453.959673,2,2.89511,0.801998,0.877218,0.652821,0.065677,0.0332439
044,1,2738.433927,3,3.03834,0.615331,0.48336,0.419181,0.0981913,0.0442883
044,1,3991.126718,4,2.59416,0.449377,0.598126,0.424746,0.0603955,0.0332463
045,1,82.322904,1,2.38464,0.53473,2.34787,1.56573,0.0818128,0.0332308
045,1,1424.391747,2,3.4862,0.825598,1.64978,0.754592,0.110639,0.0886651
045,1,2900.690034,3,3.26448,0.52876,0.980077,0.715732,0.082439,0.0439612
045,1,4328.33647,4,2.65576,1.60836,1.31006,0.791794,0.0622406,0.0452764
045,1,4652.50254,4,3.37453,0.870625,2.43469,0.672894,0.0954468,0.0422196
045,0,54.732096,1,3.4912,1.7438,0.622137,0.514343,0.0700145,0.0332376
045,0,1311.939074,2,3.87818,0.612601,0.938946,0.50513,0.115562,0.0687074
045,0,2607.805399,3,3.26422,1.45539,0.953131,0.836031,0.139266,0.0849871
045,0,3986.43914,4,3.87504,0.955832,1.64821,1.27687,0.107747,0.0328461
046,0,66.890054,1,3.25415,0.973024,1.16527,0.927251,0.116153,0.0830116
046,0,1395.300034,2,2.83197,1.01287,1.53154,1.22221,0.0776295,0.037587
046,0,2748.742287,3,2.15371,0.83923,1.07923,0.67173,0.0774831,0.0390402
046,0,4025.873815,4,3.76324,1.38802,0.917876,0.524887,0.132638,0.0432805
046,1,221.157361,1,4.15409,3.97955,1.22939,0.951416,0.202268,0.084303
046,1,1733.190387,2,4.02153,3.50548,0.83655,0.716005,0.225777,0.119934
046,1,1558.955717,2,3.41776,3.81693,1.38383,0.805272,0.245208,0.327635
046,1,3136.650102,3,4.84238,1.90572,1.83977,1.17786,1.10721,0.075181
046,1,4511.893146,4,3.80658,3.71612,0.937083,0.718733,0.2159,0.0900327
047,0,85.281376,1,3.33248,0.855176,0.663233,0.549296,0.170656,0.135887
047,0,1422.053306,2,2.93104,1.17685,0.859877,0.706375,0.119502,0.059058
047,0,2848.606904,3,3.34869,1.64287,1.14863,0.891093,0.104366,0.0672923
047,0,4181.290427,4,2.84021,1.17941,0.679255,0.629939,0.0884614,0.0689559
047,0,55.123553,1,2.86739,0.811655,1.23441,0.935445,0.0706344,0.0557421
047,0,1355.335452,2,3.03313,1.35278,0.627896,0.486583,0.10566,0.0758641
047,0,2591.043147,3,2.42747,0.803136,0.69917,0.465202,0.0639559,0.033219
047,0,3848.896358,4,2.42861,0.544618,1.10643,0.645587,0.0888219,0.0284691
048,0,26.09947,1,2.86215,1.12133,1.51904,1.00775,0.105123,0.0331864
048,0,1402.855499,2,1.62058,0.716836,2.71842,1.76092,0.0659525,0.0258778
048,0,2769.155527,3,2.45771,1.07006,2.44619,1.06514,0.0938083,0.0505998
048,0,4168.354793,4,3.33855,0.6495,0.71835,0.642549,0.144954,0.0331882
048,1,27.17816,1,2.81078,1.01324,1.92102,0.964489,0.0724467,0.042447
048,1,1495.506554,2,3.58257,0.775543,2.23095,1.91918,0.108759,0.0617768
048,1,2785.456218,3,2.95959,1.02988,2.2223,2.19856,0.0623095,0.0332074
048,1,4171.816375,4,2.3617,0.969027,2.26949,0.884481,0.0762377,0.0425554
049,1,55.065392,1,4.55927,3.19856,2.56589,0.778838,0.201226,0.177138
049,1,1466.460592,2,5.6556,4.97987,0.980175,0.798439,0.233184,0.219868
049,1,2888.374521,3,4.18483,2.0919,2.42181,1.09825,0.197251,0.188446
049,1,4237.994839,4,5.65397,6.75543,1.98331,0.709967,0.233463,0.22448
049,0,27.765682,1,5.52872,5.71437,0.954952,0.583162,0.285736,0.153532
049,0,1429.265425,2,5.65962,5.48246,1.04675,0.935654,0.323376,0.191814
049,0,2798.563303,3,5.71426,5.33153,0.537002,0.36584,0.260096,0.22108
049,0,4050.300976,4,5.5979,5.43117,1.00592,0.582827,0.311491,0.213086
050,0,46.032283,1,3.00769,1.48788,0.81146,0.736748,0.107674,0.0673823
050,0,1341.959077,2,3.05813,1.74846,0.923433,0.699136,0.133309,0.0332322
050,0,2662.368951,3,2.02779,0.841197,1.5859,0.663818,0.0858724,0.0301494
050,0,3995.97739,4,3.01885,1.42054,1.46144,0.790805,0.0952226,0.033233
050,1,29.586435,1,3.57341,1.42433,1.18069,1.00697,0.145716,0.104701
050,1,1387.441899,2,4.42004,1.61007,1.96041,1.08065,0.156421,0.0332422
050,1,2663.52605,3,2.94706,1.31833,1.84518,0.716278,0.381661,0.0500833
050,1,4050.368671,4,3.32349,1.36792,2.79266,1.15589,0.102081,0.0332396
050,1,3972.862945,4,3.29463,1.05184,1.56294,1.15284,0.153878,0.0332386
051,1,39.736602,1,3.60116,1.23668,0.681213,0.631491,0.0977305,0.102159
051,1,1402.378536,2,3.1686,0.912755,0.564358,0.455854,0.103422,0.0457519
051,1,2724.309972,3,3.25726,0.571356,0.522699,0.336882,0.1046,0.0566293
051,1,4005.161552,4,3.97321,1.079,0.503015,0.448061,0.12299,0.12167
051,1,4030.353081,4,3.67206,1.60597,0.497409,0.441462,0.152074,0.147268
051,0,34.852753,1,3.64648,0.550764,0.667793,0.408783,0.102212,0.0745124
051,0,1383.060677,2,4.28264,2.68804,0.519814,0.403483,0.12655,0.101241
051,0,2650.042012,3,4.66985,4.97754,0.776333,0.776321,0.126878,0.0769476
051,0,3975.914943,4,4.18332,3.71228,0.478019,0.386643,0.157805,0.112038
052,0,46.377915,1,5.01787,1.86551,1.0213,0.66676,0.185465,0.0018064
052,0,1406.837566,2,4.04972,1.86413,1.24895,1.00658,0.222882,0.207559
052,0,2864.5649,3,3.4341,1.35652,2.37226,1.18647,0.163008,0.0915486
052,0,4219.314773,4,3.47466,1.57752,0.411721,0.311533,0.165727,0.0327153
052,1,66.589086,1,2.35351,0.617225,0.81656,0.806971,0.109722,0.0705372
052,1,1473.55373,2,5.88742,1.40322,1.85095,1.78564,0.233165,0.0498563
052,1,2778.322939,3,3.45088,1.61347,0.66486,0.52077,0.139047,0.0737077
052,1,4084.275011,4,3.49067,0.613574,0.799558,0.736217,0.114026,0.087107
053,1,37.699206,1,2.65097,0.886769,1.53688,0.897003,0.13667,0.027919
053,1,1328.545659,2,3.85524,1.07363,2.98649,1.39156,0.134987,0.0882198
053,1,2830.678851,3,2.73231,1.40579,1.38442,1.05629,0.147707,0.0689142
053,1,4166.193378,4,3.07688,1.00101,1.44657,1.06716,0.205203,0.0829409
053,0,31.145061,1,3.79163,0.893187,1.60704,1.16045,0.523966,0.0343633
053,0,1336.12891,2,2.46894,1.04075,0.98918,0.99544,0.121437,0.0332283
053,0,2638.713176,3,2.48482,0.788668,1.07645,0.996226,0.102698,0.0573034
053,0,3980.189813,4,3.31185,1.1539,1.38649,0.814934,0.211322,0.034081
054,0,45.919624,1,3.51289,0.813541,1.19717,0.975584,0.112262,0.0332432
054,0,24.566021,1,2.68847,0.541934,1.20513,0.661456,0.0673841,0.03324
054,0,882.231826,2,2.88792,0.975327,0.74486,0.43924,0.0561039,0.0332412
054,0,2225.987705,3,1.93549,0.556865,0.76489,0.658194,0.0544983,0.0186809
054,0,3435.195633,4,2.78852,1.0668,1.05837,1.14398,0.0543306,0.0332465
054,1,30.454205,1,2.90735,1.4847,1.16924,0.588506,0.0946536,0.0341638
054,1,1326.043862,2,2.5047,0.69386,0.612009,0.586174,0.0779177,0.0620143
054,1,2597.681758,3,2.91835,1.48649,0.95287,0.780343,0.0792799,0.0334165
054,1,4009.130942,4,3.23634,1.19225,1.17598,0.951005,0.108842,0.0621145
055,1,47.135753,1,3.80449,1.2794,0.439328,0.394161,0.0972825,0.0441019
055,1,1518.133161,2,3.82209,1.20478,0.584162,0.516999,0.125685,0.102151
055,1,2842.860783,3,3.44746,1.7915,0.493894,0.404935,0.157126,0.0332373
055,1,4150.99111,4,3.43303,1.70791,0.79277,0.670856,0.116727,0.0480119
055,0,32.632234,1,2.94118,1.39567,0.679046,0.631181,0.102164,0.0624569
055,0,1357.562427,2,2.36803,0.936456,1.01312,0.771263,0.114475,0.0541603
055,0,2728.04608,3,2.92185,1.33547,0.817461,0.703322,0.0665195,0.038547
055,0,4365.456753,4,3.49188,1.6834,1.50653,0.987149,0.0903961,0.0710284
055,0,3994.986595,4,4.63023,4.72092,0.824881,0.803813,0.189031,0.133997
056,0,66.522487,1,3.34592,1.94619,0.607981,0.455425,0.101583,0.0640351
056,0,1388.685884,2,3.56489,2.26218,0.745176,0.635814,0.120365,0.106819
056,0,2716.104134,3,4.05591,1.78325,2.36239,2.53018,0.176425,0.138806
056,0,4051.728029,4,1.94413,1.08738,0.722746,0.593143,0.120662,0.034673
056,1,42.623742,1,2.23054,0.822693,1.38714,1.44144,0.0805048,0.0400184
056,1,27.811678,1,3.19726,0.866327,0.98296,0.677242,0.102365,0.082341
056,1,1376.300931,2,2.70677,0.988206,0.864615,0.752515,0.0798083,0.0332094
056,1,2647.945756,3,2.21127,0.946213,0.827316,0.389165,0.0904204,0.0587082
056,1,3972.234207,4,2.22324,1.3413,0.935823,0.457995,0.126153,0.0508186
056,1,3972.846633,4,3.00602,1.25534,0.578485,0.43341,0.0993166,0.0332126
057,1,123.203783,1,3.87515,2.80704,0.630803,0.455854,0.165893,0.124416
057,1,1425.33984,2,4.44886,2.28131,0.706866,0.730346,0.169932,0.176738
057,1,2659.500604,3,3.0586,1.90359,0.577297,0.468972,0.145289,0.0910773
057,1,3906.150763,4,2.44609,1.40124,1.03156,0.351102,0.119934,0.02438
057,0,61.091593,1,3.1553,3.49588,0.586984,0.51129,0.231285,0.316465
057,0,1435.165004,2,3.67607,3.58362,0.863674,0.811565,0.231108,0.131607
057,0,2712.722843,3,5.59155,3.74891,0.997637,0.658788,0.350198,0.323718
057,0,4035.36212,4,3.10597,0.92761,1.80118,0.536319,0.112019,0.0784863
058,0,46.489959,1,3.43947,1.79517,0.846146,0.722534,0.139985,0.0626998
058,0,1458.586932,2,2.3183,0.653028,0.755285,0.637044,0.0877563,0.032355
058,0,2770.89202,3,2.24572,0.647795,1.00037,0.789071,0.104484,0.0400544
058,0,3998.019067,4,3.41475,1.56252,1.257,1.19861,0.128567,0.094032
058,1,24.042088,1,1.76071,0.957397,0.546153,0.466462,0.0633883,0.0228784
058,1,1319.111417,2,2.75181,0.583733,0.75455,0.721992,0.0702031,0.0353563
058,1,2597.385166,3,2.9162,1.16916,0.62964,0.537776,0.0678505,0.042502
058,1,3859.670526,4,2.66129,0.489842,0.939958,0.67782,0.0765879,0.0359146
059,1,114.458644,1,3.63482,0.930642,0.807124,0.536319,0.124025,0.0631574
059,1,1392.848675,2,3.42655,1.60395,0.780674,0.512819,0.125594,0.105901
059,1,1417.414522,2,3.9269,1.77707,0.484802,0.351659,0.153714,0.102375
059,1,2757.850597,3,4.92841,3.96734,0.620149,0.433862,0.202817,0.0945704
059,1,4067.035435,4,3.15458,2.43645,0.546883,0.397621,0.152527,0.0530822
059,0,99.836081,1,4.87895,5.51461,0.917636,0.90655,0.173296,0.168203
059,0,1359.473047,2,2.25809,1.05939,0.85899,0.453703,0.116853,0.0629887
059,0,2601.323515,3,3.15278,1.82284,0.777686,0.712444,0.121692,0.0719774
059,0,4243.504332,4,1.7613,0.800979,1.7245,0.654617,0.122421,0.0215885
060,0,88.907798,1,3.03929,0.908725,0.725533,0.561974,0.0970232,0.0638265
060,0,1355.592001,2,1.78874,0.548887,0.702817,0.535589,0.0361292,0.0207411
060,0,2613.118388,3,3.289,0.572924,0.809688,0.757698,0.0943273,0.0580544
060,0,3920.315889,4,2.69714,0.666377,0.67224,0.697735,0.0756269,0.0332481
060,1,34.757473,1,3.50857,1.45349,0.699406,0.455425,0.115825,0.0672359
060,1,1297.340189,2,1.88542,0.463632,0.393655,0.356632,0.0355115,0.0203149
060,1,2519.855247,3,2.92207,1.0261,0.416625,0.372203,0.0825382,0.0383555
060,1,2650.212916,3,3.08011,1.34976,0.662169,0.516999,0.0634762,0.0332429
061,1,29.920709,1,2.82234,1.89398,0.753982,0.736748,0.125316,0.0369384
061,1,1374.561101,2,4.10751,1.95461,1.09228,1.02927,0.186259,0.111181
061,1,1408.226449,2,1.87871,1.26402,0.879399,0.730078,0.124906,0.0232185
061,1,2852.077897,3,2.00877,1.03765,1.06151,0.855694,0.105895,0.022267
061,1,4281.896517,4,3.9305,3.84314,0.808827,0.75873,0.156678,0.0796685
061,0,35.932421,1,3.44617,1.77641,1.09637,0.831336,0.149605,0.0401425
061,0,1393.104812,2,2.71459,0.709586,0.860403,0.777077,0.0701283,0.0405773
061,0,2723.04802,3,3.85684,1.32945,0.955185,0.832748,0.126994,0.0449221
061,0,4019.810031,4,3.42891,1.83024,1.08947,1.00755,0.162693,0.0808155
061,0,4469.169798,4,3.22434,1.1218,1.21106,1.23828,0.153262,0.0308629
