UserID,ETDDC,TimeInSession_sec,GameInSession,RMS_3D_POS,MED_3D_POS,RMS_ANGLE_DEG,MED_ANGLE_DEG,RMS_DIST_DIOP,MED_DIST_DIOP
022,0,2477.745964,3,4.48752,4.09449,1.03912,0.870207,0.167316,0.141331
022,0,3580.434137,4,3.40699,1.42291,0.777862,0.701092,0.13399,0.0332332
022,1,19.697804,1,3.81597,2.79743,0.932467,0.856151,0.0951683,0.0480436
022,1,1173.193372,2,3.14464,1.68267,0.657532,0.627761,0.131834,0.0723293
022,1,2342.327152,3,3.5395,2.36537,0.671369,0.533025,0.13042,0.0847854
022,1,3504.019393,4,3.01494,1.98687,0.739453,0.603607,0.131464,0.0332293
023,1,94.335692,1,5.79337,4.98445,2.47315,1.6263,0.260763,0.0814795
023,1,1519.644655,2,4.01962,4.5055,3.32918,1.36027,0.17921,0.153705
023,1,2454.743571,3,3.05968,1.54806,0.802365,0.503578,0.138606,0.0332487
023,1,3525.615244,4,3.3463,0.625523,0.950823,0.730078,0.117164,0.0987956
023,0,38.499899,1,3.18508,0.844183,1.05794,0.905902,0.107683,0.0779515
023,0,1399.962375,2,2.79504,0.986623,0.985834,0.575733,0.0713414,0.0332417
023,0,2712.825958,3,2.65507,1.17506,0.775311,0.348866,0.113829,0.0648765
023,0,4055.052867,4,2.86763,1.47076,1.8283,0.835563,0.11473,0.0332444
024,0,20.8452,1,3.46115,2.36894,0.794677,0.43341,0.241033,0.033235
024,0,656.701724,2,3.67968,1.8047,4.80902,1.99704,0.131802,0.0374154
024,0,1787.316781,3,2.37204,0.707965,1.67943,1.31135,0.705959,0.0353502
024,0,3053.402151,4,3.38911,3.21565,0.953845,0.898746,0.221612,0.0587353
024,1,150.260642,1,9.01139,9.77815,13.4772,11.0343,5.23048,4.49559
024,1,1562.89492,2,6.72725,5.68239,16.4052,13.3974,4.92124,2.46004
024,1,2897.638453,3,7.00806,1.90445,9.99569,8.89565,4.89745,3.04318
024,1,4249.973854,4,7.28679,9.63995,12.303,10.7313,5.50947,5.24616
025,1,50.931793,1,7.04587,9.51324,2.47088,2.40493,2.48115,2.50785
025,1,1353.785439,2,6.95797,1.74746,2.0216,2.059,3.12162,3.12813
025,1,2432.943792,3,2.90718,1.11304,1.39261,0.471884,0.141357,0.0332441
025,1,3617.362924,4,5.79417,4.98014,1.41795,1.01799,0.744729,0.218006
025,0,30.386379,1,1.45981,0.649378,0.828366,0.741249,0.0855706,0.0211711
025,0,1387.112034,2,2.34469,0.609998,0.85277,0.327456,0.0607119,0.0316995
025,0,2657.416956,3,2.20915,0.599348,0.600698,0.43341,0.098607,0.0332522
025,0,4068.198199,4,2.86964,1.07819,0.600197,0.530449,0.0891463,0.0618705
026,0,52.535505,1,3.34031,2.51242,2.30551,1.85962,0.209518,0.0314942
026,0,1209.114684,2,3.23,1.34875,2.15237,1.15318,0.198899,0.0669425
026,0,2412.442633,3,2.82387,0.972373,2.58991,1.16969,0.114755,0.0600959
026,0,3543.369091,4,5.40162,6.02987,2.35308,1.16348,0.24484,0.232939
026,1,131.824297,1,2.58321,1.10469,1.16012,0.951622,0.0815056,0.0332252
026,1,26.44486,1,2.47188,1.54377,1.4279,0.815414,0.106251,0.0251856
026,1,1788.123295,2,2.45094,0.804504,1.39737,0.916212,0.12527,0.0332237
026,1,1613.791997,2,2.55647,1.32613,1.13443,0.65342,0.116275,0.0540311
026,1,3204.872533,3,2.2642,0.925252,1.54546,1.36573,0.061406,0.0309933
026,1,4542.499445,4,2.92685,1.22842,1.02256,0.727931,0.094423,0.0529643
027,1,20.351893,1,2.95101,1.66487,0.507621,0.409261,0.132391,0.03324
027,1,1207.944954,2,3.22092,1.87895,0.437274,0.305828,0.155438,0.0332429
027,1,2249.225079,3,3.1995,2.36006,0.743513,0.607485,0.132593,0.0363018
027,1,3357.984502,4,4.46985,5.02107,2.96763,2.98098,0.130637,0.033248
027,0,23.899106,1,3.0408,1.88334,0.5072,0.388662,0.13881,0.0756119
027,0,100.821573,1,3.00854,1.63462,0.379174,0.307741,0.114724,0.0351008
027,0,1985.433383,2,3.18158,0.978406,3.64776,0.553201,0.120491,0.0638779
027,0,3321.901926,3,3.20846,1.60211,0.945298,0.754333,0.133869,0.0332322
028,0,23.787801,1,2.75823,0.51281,0.506885,0.401539,0.0567917,0.0332422
028,0,1287.662528,2,2.69057,1.52357,0.713005,0.603931,0.120509,0.0315928
028,0,2472.966089,3,2.61989,1.13285,0.626907,0.5028,0.158341,0.0160251
028,0,3497.433725,4,3.75476,1.49628,0.548727,0.510141,0.110159,0.0783108
028,1,56.644115,1,2.63351,1.00085,0.292797,0.167859,0.0733783,0.0291216
028,1,1314.539686,2,2.65768,0.89594,0.148139,0.128204,0.0669542,0.0404726
028,1,2572.729887,3,2.34398,0.517075,0.331103,0.225554,0.0587766,0.0221673
028,1,3863.149875,4,2.70921,0.867467,0.250949,0.223812,0.0852882,0.052942
029,1,51.019909,1,4.53454,4.48187,0.848607,0.535223,0.14343,0.115924
029,1,18.964396,1,5.80439,5.03587,1.09007,0.938578,0.238038,0.213227
029,1,788.68702,2,4.27989,4.17401,1.26779,1.22029,0.121457,0.0723829
029,1,1953.377152,3,4.23016,3.86581,1.08264,0.578107,0.187728,0.14284
029,0,21.8451,1,5.60767,2.84234,0.829326,0.741777,0.238217,0.148467
029,0,319.757947,2,4.5495,4.55078,1.01163,0.719005,0.180862,0.181872
029,0,1554.758753,3,3.31604,2.27744,0.875863,0.685855,0.153709,0.0681409
029,0,2741.698088,4,5.42183,4.98265,1.76708,1.08787,0.177446,0.0332525
030,0,19.911768,1,4.27165,3.67196,0.796101,0.774555,0.184848,0.113628
030,0,1221.814547,2,3.82557,0.938077,1.18075,1.18828,0.125168,0.0663079
030,0,2520.623384,3,4.90024,4.64763,0.80163,0.708864,0.199197,0.090099
030,0,3672.612348,4,3.6991,2.67338,1.00686,0.708312,0.16108,0.109792
030,1,30.046273,1,3.20087,0.970832,1.205,0.866149,0.113554,0.0603754
030,1,1396.606784,2,4.3017,1.12542,0.640539,0.451975,0.180518,0.0332306
030,1,2737.62692,3,2.64975,1.02628,1.31397,1.16466,0.160717,0.0378411
030,1,3430.127583,3,3.4697,1.84755,1.26079,1.0857,0.0972207,0.0519863
030,1,4347.861332,4,2.59231,0.73436,0.886448,0.491385,0.115294,0.0332296
031,1,312.185261,1,4.51173,3.02567,1.77991,0.950799,0.162425,0.101776
031,1,74.090088,1,4.76756,5.77336,0.358478,0.266144,0.146042,0.144738
031,1,1310.702143,2,4.45594,4.99817,0.657326,0.578446,0.14559,0.127023
031,1,2473.318684,3,5.16437,5.46496,1.30472,0.915998,0.163778,0.134093
031,1,3115.785599,3,3.92158,1.22742,1.5036,1.2294,0.160485,0.115784
031,1,3823.060787,4,6.59542,6.42322,1.32441,1.10571,0.253589,0.183738
031,0,114.378694,1,3.5804,3.41583,0.506608,0.372203,0.17325,0.0687137
031,0,1430.47372,2,3.34427,1.48257,0.593392,0.403483,0.149752,0.108024
031,0,2639.89003,3,2.58301,1.64613,0.443117,0.330431,0.15447,0.0304913
031,0,3942.119065,4,2.73381,1.45466,0.586084,0.401539,0.136007,0.0370311
032,0,26.774201,1,3.39711,1.39481,0.631884,0.643158,0.091518,0.052537
032,0,1285.392046,2,2.81625,1.11134,0.775024,0.623696,0.0809601,0.057654
032,0,2439.304987,3,2.13294,0.560737,0.572794,0.483355,0.0667016,0.0275098
032,0,3791.994257,4,2.83346,0.67022,2.64865,0.428872,0.0521283,0.0290591
032,1,54.699278,1,2.22936,0.91346,0.580327,0.560579,0.0955245,0.0332383
032,1,1354.540688,2,2.37878,0.859641,0.404964,0.25101,0.0931665,0.0672311
032,1,2738.973599,3,3.26747,1.35554,0.427978,0.327456,0.113672,0.092008
032,1,4082.391413,4,3.16799,1.03711,0.711638,0.615803,0.113011,0.0871467
033,1,25.953193,1,3.16017,1.06809,0.446233,0.410216,0.122535,0.114876
033,1,1269.6525,2,3.6355,2.83325,0.681103,0.541764,0.10796,0.0996229
033,1,2360.467258,3,3.10295,0.790436,1.14018,0.454995,0.134998,0.0376741
033,1,3474.06124,4,3.35359,1.68283,2.12939,0.629629,0.146461,0.0312609
033,0,108.187715,1,2.17163,0.671122,2.15609,0.710518,0.0863978,0.0282865
033,0,1390.816193,2,3.09098,1.03166,0.741154,0.589171,0.091556,0.0425164
033,0,2736.091094,3,3.09977,0.620238,0.59967,0.454995,0.100863,0.0839554
033,0,4327.628578,4,2.83111,0.82166,1.56783,0.524887,0.079631,0.035351
034,0,175.349208,1,3.1363,1.25504,1.12232,0.781596,0.11693,0.0358004
034,0,1746.096565,2,4.15958,1.53099,2.49818,0.459701,0.187854,0.0739466
034,0,3397.132498,3,2.67473,1.31507,3.37142,0.657599,0.104646,0.0332327
034,0,4723.883987,4,3.71548,1.60144,3.31738,1.22876,0.138313,0.0808441
034,1,68.100372,1,3.68078,2.67706,1.1024,0.690688,0.190197,0.0696416
034,1,41.98772,1,5.45298,3.17539,1.30589,0.92196,0.270194,0.114833
034,1,1550.96714,2,3.22907,2.77612,0.892272,0.531555,0.166934,0.0649192
034,1,2928.009246,3,3.48701,1.09246,1.1229,0.793276,0.134328,0.117695
035,1,115.81273,1,1.93671,0.672275,0.838109,0.791547,0.130337,0.039441
035,1,1488.664334,2,1.63582,0.738222,0.722193,0.601984,0.119854,0.0157453
035,1,2849.360855,3,2.14611,1.03028,1.35772,0.520394,0.106127,0.0347615
035,1,4201.82423,4,2.46946,0.832702,0.810924,0.57946,0.0815516,0.0332387
035,0,28.398986,1,2.56981,0.761085,0.564437,0.471469,0.049588,0.027174
035,0,1319.871085,2,2.50777,0.440763,0.566785,0.398604,0.0585879,0.0294472
035,0,2571.693804,3,2.65073,0.44842,0.638781,0.523767,0.0570715,0.0268985
035,0,3817.295818,4,3.7207,0.699502,0.551084,0.435662,0.115818,0.0886092
036,0,105.467039,1,3.74179,1.70232,0.679405,0.550008,0.111482,0.10016
036,0,1560.989462,2,3.7313,0.348351,0.619016,0.552847,0.0985485,0.0404192
036,0,3088.710283,3,3.65592,0.492284,0.492045,0.41212,0.114403,0.0499833
036,0,4450.207436,4,3.37321,0.529267,0.510639,0.430239,0.128531,0.0269841
036,1,66.741946,1,3.00901,0.596368,0.863418,0.68728,0.0873635,0.0525061
036,1,1387.096243,2,3.91296,0.665178,1.06891,1.0633,0.126942,0.0651677
036,1,2715.059574,3,3.32767,0.526871,0.496848,0.400074,0.136794,0.0723442
036,1,4125.62908,4,3.27423,0.907751,1.02371,0.715458,0.125502,0.0534694
038,0,111.022794,1,4.0706,1.68057,0.617066,0.406382,0.171827,0.095971
038,0,256.528232,1,3.74248,2.08213,0.988143,0.857293,0.232867,0.167293
038,0,1873.778108,2,5.0066,1.94712,0.555258,0.457568,0.193971,0.0783383
038,0,3266.032248,3,3.13674,1.01549,0.622854,0.579122,0.102472,0.062325
038,0,4625.877788,4,3.0712,1.77404,0.56501,0.537412,0.129229,0.0332526
038,1,59.357527,1,3.21585,1.09433,0.868901,0.65342,0.0812674,0.033253
038,1,1568.258067,2,3.18263,1.45906,0.770638,0.466042,0.102789,0.0332523
038,1,2954.61443,3,2.89419,1.82614,0.745252,0.508604,0.119414,0.0332527
038,1,4274.233645,4,4.23864,1.77976,0.737369,0.54894,0.152381,0.0547825
039,0,72.165018,1,3.12584,0.853617,0.569309,0.438348,0.0706836,0.0432149
039,0,1152.938759,2,2.60226,0.513936,1.03688,0.918984,0.0427488,0.0332251
039,0,1150.172155,2,2.61444,0.775671,0.596407,0.568551,0.0458938,0.0285643
039,0,2006.900461,3,2.39118,0.628073,0.904523,0.92978,0.0524383,0.0273077
039,0,3377.16236,4,2.8621,1.82166,1.20777,1.15233,0.0659329,0.042799
039,0,4013.961389,5,1.7739,0.685064,0.996443,1.03344,0.0635186,0.0195029
039,0,79.247069,1,2.28898,0.684021,0.356592,0.236563,0.0680556,0.0247819
039,0,1221.139937,2,1.86931,0.51902,0.350987,0.29342,0.0519593,0.0208069
039,0,2499.005497,3,2.47002,0.451723,0.445933,0.317135,0.0620879,0.0332256
039,0,3810.600001,4,3.71055,1.15365,0.653595,0.628696,0.114056,0.0465373
039,0,4236.530314,4,1.52712,0.456093,0.568611,0.331022,0.0526723,0.0235948
040,0,56.810497,1,2.33455,1.37194,0.558848,0.450674,0.10548,0.0345867
040,0,1368.17107,2,3.16975,0.675806,1.57322,1.16785,0.0968568,0.0332575
040,0,2723.99127,3,2.52362,1.18651,0.798868,0.746248,0.0941245,0.033257
040,0,4051.186914,4,2.52578,1.19993,2.35381,0.937535,0.0863335,0.0547147
040,1,184.681319,1,5.59279,5.2749,0.997977,0.89219,0.198683,0.117371
040,1,1570.182841,2,4.60715,0.219448,0.981321,0.947913,0.181055,0.119461
040,1,2876.172261,3,5.91418,1.8372,1.09089,0.910857,0.206419,0.0332558
040,1,4402.764704,4,3.91954,2.16719,3.13041,1.74563,0.165305,0.118504
041,1,90.456708,1,2.87538,0.887192,0.584239,0.570955,0.0824852,0.0332276
041,1,48.490004,1,3.4612,1.22506,0.420803,0.411169,0.0873459,0.0676464
041,1,1522.94503,2,3.19028,0.329842,0.284977,0.233231,0.0830057,0.0246543
041,1,2784.785302,3,3.15033,1.13573,0.339562,0.254109,0.0594981,0.0332263
041,1,4060.19457,4,3.4288,0.785795,0.358017,0.289391,0.121333,0.0606699
041,0,46.690457,1,3.28566,1.68117,0.452606,0.339197,0.097114,0.0566081
041,0,1272.984789,2,3.22204,0.481973,0.396833,0.340923,0.0918444,0.0518857
041,0,2525.614267,3,2.00477,0.494066,0.431019,0.396636,0.0488942,0.0291635
041,0,3793.324301,4,3.31969,0.501796,0.582514,0.499285,0.0904562,0.0421913
042,0,20.421647,1,3.92239,1.60258,5.87225,0.956544,0.679166,0.0496168
042,0,1293.20893,2,3.79187,0.660189,1.41661,1.2367,0.146598,0.13593
042,0,2621.095277,3,3.05653,1.1521,2.21659,2.31959,0.108166,0.0530377
042,0,3926.53258,4,4.37528,1.61251,2.47924,0.787333,0.266214,0.12747
042,1,48.490513,1,2.37148,0.734914,0.786876,0.666466,0.123608,0.033237
042,1,1384.432726,2,3.3473,1.06146,0.621747,0.557429,0.0972614,0.0735576
042,1,2811.041468,3,2.32303,0.64709,0.581668,0.490986,0.104235,0.0456637
042,1,4087.661446,4,2.2533,0.618972,0.408612,0.305187,0.0674695,0.0321081
043,1,147.936713,1,3.60185,1.21504,0.86251,0.550719,0.123982,0.106187
043,1,1435.188592,2,2.96063,1.21873,0.587661,0.549652,0.0827593,0.0398985
043,1,2782.3222,3,2.64142,1.34634,0.592104,0.464781,0.106724,0.0724324
043,1,4077.940906,4,2.83804,1.23125,0.732587,0.547869,0.101337,0.0332341
043,0,25.290908,1,2.18268,1.09521,0.828357,0.707206,0.0943055,0.0360999
043,0,1356.908745,2,3.06947,1.63536,1.43395,0.581482,0.116242,0.0332236
043,0,2596.613407,3,3.04987,1.8376,0.98658,0.698576,0.0921648,0.0600535
043,0,3899.878493,4,2.16331,0.66968,1.25015,0.430693,0.0955078,0.0319702
044,0,76.976311,1,1.71042,0.748268,2.17506,0.73302,0.130907,0.0206437
